year,state,teams,avg_win_pct
2014,MA,BOS,0.3049
2014,MI,DET,0.3537
2014,MN,MIN,0.4878
2014,NC,CHA,0.5244
2014,NY,"BRK, NYK, TOR",0.5244
2014,OH,CLE,0.4024
2014,OK,OKC,0.7195
2014,OR,POR,0.6585
2014,PA,PHI,0.2317
2014,TN,MEM,0.6098
2014,TX,"DAL, HOU, SAS",0.6707
2014,UT,UTA,0.3049
2014,WI,MIL,0.1829
2015,AZ,PHO,0.4756
2015,CA,"GSW, LAC, LAL, SAC",0.5274
2015,CO,DEN,0.3659
2015,DC,WAS,0.561
2015,FL,"MIA, ORL",0.378
2015,GA,ATL,0.7317
2015,IL,CHI,0.6098
2015,IN,IND,0.4634
2015,LA,NOP,0.5488
2015,MA,BOS,0.4878
2015,MI,DET,0.3902
2015,MN,MIN,0.1951
2015,NC,CHO,0.4024
2015,NY,"BRK, NYK, TOR",0.4228
2015,OH,CLE,0.6463
2015,OK,OKC,0.5488
2015,OR,POR,0.622
2015,PA,PHI,0.2195
2015,TN,MEM,0.6707
2015,TX,"DAL, HOU, SAS",0.6545
2015,UT,UTA,0.4634
2015,WI,MIL,0.5
2016,AZ,PHO,0.2805
2016,CA,"GSW, LAC, LAL, SAC",0.5366
2016,CO,DEN,0.4024
2016,DC,WAS,0.5
2016,FL,"MIA, ORL",0.5061
2016,GA,ATL,0.5854
2016,IL,CHI,0.5122
2016,IN,IND,0.5488
2016,LA,NOP,0.3659
2016,MA,BOS,0.5854
2016,MI,DET,0.5366
2016,MN,MIN,0.3537
2016,NC,CHO,0.5854
2016,NY,"BRK, NYK, TOR",0.4431
2016,OH,CLE,0.6951
2016,OK,OKC,0.6707
2016,OR,POR,0.5366
2016,PA,PHI,0.122
2016,TN,MEM,0.5122
2016,TX,"DAL, HOU, SAS",0.6098
2016,UT,UTA,0.4878
2016,WI,MIL,0.4024
2017,AZ,PHO,0.2927
2017,CA,"GSW, LAC, LAL, SAC",0.5366
2017,CO,DEN,0.4878
2017,DC,WAS,0.5976
2017,FL,"MIA, ORL",0.4268
2017,GA,ATL,0.5244
2017,IL,CHI,0.5
2017,IN,IND,0.5122
2017,LA,NOP,0.4146
2017,MA,BOS,0.6463
2017,MI,DET,0.4512
2017,MN,MIN,0.378
2017,NC,CHO,0.439
2017,NY,"BRK, NYK, TOR",0.4146
2017,OH,CLE,0.622
2017,OK,OKC,0.5732
2017,OR,POR,0.5
2017,PA,PHI,0.3415
2017,TN,MEM,0.5244
2017,TX,"DAL, HOU, SAS",0.6057
2017,UT,UTA,0.622
2017,WI,MIL,0.5122
2018,AZ,PHO,0.2561
2018,CA,"GSW, LAC, LAL, SAC",0.4939
2018,CO,DEN,0.561
2018,DC,WAS,0.5244
2018,FL,"MIA, ORL",0.4207
2018,GA,ATL,0.2927
2018,IL,CHI,0.3293
2018,IN,IND,0.5854
2018,LA,NOP,0.5854
2018,MA,BOS,0.6707
2018,MI,DET,0.4756
2018,MN,MIN,0.5732
2018,NC,CHO,0.439
2018,NY,"BRK, NYK, TOR",0.4715
2018,OH,CLE,0.6098
2018,OK,OKC,0.5854
2018,OR,POR,0.5976
2018,PA,PHI,0.6341
2018,TN,MEM,0.2683
2018,TX,"DAL, HOU, SAS",0.5528
2018,UT,UTA,0.5854
2018,WI,MIL,0.5366
2019,AZ,PHO,0.2317
2019,CA,"GSW, LAC, LAL, SAC",0.5518
2019,CO,DEN,0.6585
2019,DC,WAS,0.3902
2019,FL,"MIA, ORL",0.4939
2019,GA,ATL,0.3537
2019,IL,CHI,0.2683
2019,IN,IND,0.5854
2019,LA,NOP,0.4024
2019,MA,BOS,0.5976
2019,MI,DET,0.5
2019,MN,MIN,0.439
2019,NC,CHO,0.4756
2019,NY,"BRK, NYK, TOR",0.4756
2019,OH,CLE,0.2317
2019,OK,OKC,0.5976
2019,OR,POR,0.6463
2019,PA,PHI,0.622
2019,TN,MEM,0.4024
2019,TX,"DAL, HOU, SAS",0.5447
2019,UT,UTA,0.6098
2019,WI,MIL,0.7317
2020,AZ,PHO,0.4658
2020,CA,"GSW, LAC, LAL, SAC",0.5186
2020,CO,DEN,0.6301
2020,DC,WAS,0.3472
2020,FL,"MIA, ORL",0.5274
2020,GA,ATL,0.2985
2020,IL,CHI,0.3385
2020,IN,IND,0.6164
2020,LA,NOP,0.4167
2020,MA,BOS,0.6667
2020,MI,DET,0.303
2020,MN,MIN,0.2969
2020,NC,CHO,0.3538
2020,NY,"BRK, NYK, TOR",0.5135
2020,OH,CLE,0.2923
2020,OK,OKC,0.6111
2020,OR,POR,0.473
2020,PA,PHI,0.589
2020,TN,MEM,0.4658
2020,TX,"DAL, HOU, SAS",0.545
2020,UT,UTA,0.6111
2020,WI,MIL,0.7671
2021,AZ,PHO,0.7083
2021,CA,"GSW, LAC, LAL, SAC",0.5521
2021,CO,DEN,0.6528
2021,DC,WAS,0.4722
2021,FL,"MIA, ORL",0.4236
2021,GA,ATL,0.5694
2021,IL,CHI,0.4306
2021,IN,IND,0.4722
2021,LA,NOP,0.4306
2021,MA,BOS,0.5
2021,MI,DET,0.2778
2021,MN,MIN,0.3194
2021,NC,CHO,0.4583
2021,NY,"BRK, NYK, TOR",0.537
2021,OH,CLE,0.3056
2021,OK,OKC,0.3056
2021,OR,POR,0.5833
2021,PA,PHI,0.6806
2021,TN,MEM,0.5278
2021,TX,"DAL, HOU, SAS",0.4259
2021,UT,UTA,0.7222
2021,WI,MIL,0.6389
2022,AZ,PHO,0.7805
2022,CA,"GSW, LAC, LAL, SAC",0.4817
2022,CO,DEN,0.5854
2022,DC,WAS,0.4268
2022,FL,"MIA, ORL",0.4573
2022,GA,ATL,0.5244
2022,IL,CHI,0.561
2022,IN,IND,0.3049
2022,LA,NOP,0.439
2022,MA,BOS,0.622
2022,MI,DET,0.2805
2022,MN,MIN,0.561
2022,NC,CHO,0.5244
2022,NY,"BRK, NYK, TOR",0.5244
2022,OH,CLE,0.5366
2022,OK,OKC,0.2927
2022,OR,POR,0.3293
2022,PA,PHI,0.622
2022,TN,MEM,0.6829
2022,TX,"DAL, HOU, SAS",0.4309
2022,UT,UTA,0.5976
2022,WI,MIL,0.622
2023,AZ,PHO,0.5488
2023,CA,"GSW, LAC, LAL, SAC",0.5457
2023,CO,DEN,0.6463
2023,DC,WAS,0.4268
2023,FL,"MIA, ORL",0.4756
2023,GA,ATL,0.5
2023,IL,CHI,0.4878
2023,IN,IND,0.4268
2023,LA,NOP,0.5122
2023,MA,BOS,0.6951
2023,MI,DET,0.2073
2023,MN,MIN,0.5122
2023,NC,CHO,0.3293
2023,NY,"BRK, NYK, TOR",0.5407
2023,OH,CLE,0.622
2023,OK,OKC,0.4878
2023,OR,POR,0.4024
2023,PA,PHI,0.6585
2023,TN,MEM,0.622
2023,TX,"DAL, HOU, SAS",0.3333
2023,UT,UTA,0.4512
2023,WI,MIL,0.7073
2024,AZ,PHO,0.5974
2024,CA,"GSW, LAC, LAL, SAC",0.5725
2024,CO,DEN,0.7051
2024,DC,WAS,0.1923
2024,FL,"MIA, ORL",0.5641
2024,GA,ATL,0.4487
2024,IL,CHI,0.5
2024,IN,IND,0.5395
2024,LA,NOP,0.5921
2024,MA,BOS,0.7922
2024,MI,DET,0.1795
2024,MN,MIN,0.6795
2024,NC,CHO,0.2564
2024,NY,"BRK, NYK, TOR",0.43
2024,OH,CLE,0.5769
2024,OK,OKC,0.7179
2024,OR,POR,0.2564
2024,PA,PHI,0.5769
2024,TN,MEM,0.3462
2024,TX,"DAL, HOU, SAS",0.4658
2024,UT,UTA,0.3718
2024,WI,MIL,0.5789
2025,AZ,PHO,0.439
2025,CA,"GSW, LAC, LAL, SAC",0.5727
2025,CO,DEN,0.6098
2025,DC,WAS,0.2195
2025,FL,"MIA, ORL",0.4695
2025,GA,ATL,0.4938
2025,IL,CHI,0.4756
2025,IN,IND,0.6098
2025,LA,NOP,0.2593
2025,MA,BOS,0.7439
2025,MI,DET,0.5366
2025,MN,MIN,0.5976
2025,NC,CHO,0.225
2025,NY,"BRK, NYK, TOR",0.435
2025,OH,CLE,0.7805
2025,OK,OKC,0.8193
2025,OR,POR,0.439
2025,PA,PHI,0.2927
2025,TN,MEM,0.5854
2025,TX,"DAL, HOU, SAS",0.5083
2025,UT,UTA,0.1951
2025,WI,MIL,0.5854
2026,AZ,PHO,0.5488
2026,CA,"GSW, LAC, LAL, SAC",0.4695
2026,CO,DEN,0.6585
2026,DC,WAS,0.2073
2026,FL,"MIA, ORL",0.5366
2026,GA,ATL,0.561
2026,IL,CHI,0.378
2026,IN,IND,0.2317
2026,LA,NOP,0.3171
2026,MA,BOS,0.6829
2026,MI,DET,0.7317
2026,MN,MIN,0.5976
2026,NC,CHO,0.5366
2026,NY,"BRK, NYK, TOR",0.4837
2026,OH,CLE,0.6341
2026,OK,OKC,0.7805
2026,OR,POR,0.5122
2026,PA,PHI,0.5488
2026,TN,MEM,0.3049
2026,TX,"DAL, HOU, SAS",0.5691
2026,UT,UTA,0.2683
2026,WI,MIL,0.3902
